ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
V,V,VISA Inc.,1628170000,2117935045,XNYS,0001403161,BBG000PSKYX7,7389,"SERVICES-BUSINESS SERVICES, NEC",2008-03-19,26500,stocks,"Visa is the largest payment processor in the world. In fiscal 2021, it processed over $14 trillion in total volume. Visa operates in over 200 countries and processes transactions in over 160 currencies. Its systems are capable of processing over 65,000 transactions per second.",True,"{'address1': 'P.O. BOX 8999', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94128-8999'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVzYS52aXNhLmNvbQ/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVzYS52aXNhLmNvbQ/images/2022-01-10_icon.png'}",usd,https://www.usa.visa.com,us,452793333270.55,650-432-3200,100,BBG001SRCFY3,CS,
VNO,VNO,Vornado Realty Trust,191820000,191816684,XNYS,0000899689,BBG000BWHD54,6798,REAL ESTATE INVESTMENT TRUSTS,1965-07-01,3224,stocks,"Vornado owns and has an ownership interest in Class A office and retail properties highly concentrated in Manhattan, with additional properties in San Francisco and Chicago. It operates as a real estate investment trust.",True,"{'address1': '888 SEVENTH AVE', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10019'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZuby5jb20/images/2022-01-10_logo.png'},usd,https://www.vno.com,us,4810762434.719999,212-894-7000,100,BBG001S5X909,CS,
VMC,VMC,Vulcan Materials Company(Holding Company),132910000,132906866,XNYS,0001396009,BBG000BWGYF8,1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1957-01-02,11912,stocks,"Vulcan Materials is the United States' largest producer of construction aggregates (crushed stone, sand, and gravel). Its largest markets include Texas, California, Virginia, Tennessee, Georgia, Florida, North Carolina, and Alabama. In 2021, Vulcan sold 222.9 million tons of aggregates, 11.4 million tons of asphalt mix, and 5.6 million cubic yards of ready-mix. As of Dec. 31, 2021, the company had nearly 16 billion tons of aggregates reserves.",True,"{'address1': '1200 URBAN CENTER DRIVE', 'city': 'BIRMINGHAM', 'state': 'AL', 'postal_code': '35242'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZ1bGNhbm1hdGVyaWFscy5jb20/images/2022-01-10_logo.png'},usd,https://www.vulcanmaterials.com,us,24367144812.44,(205) 298-3000,100,BBG001S5X8R2,CS,
WAB,WAB,Wabtec Inc.,181870000,181867864,XNYS,0000943452,BBG000BDD940,3743,RAILROAD EQUIPMENT,1995-06-15,25000,stocks,"Westinghouse Air Brake Technologies Corp is a provider of value-added, technology-based products and services for the rail industry. It provides its products and services through two main business segments, Freight and Transit. The company generates maximum revenue from the Freight segment.",True,"{'address1': '30 ISABELLA STREET', 'city': 'PITTSBURGH', 'state': 'PA', 'postal_code': '15212'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndhYnRlY2NvcnAuY29t/images/2022-02-26_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndhYnRlY2NvcnAuY29t/images/2022-02-26_icon.jpeg'}",usd,https://www.wabteccorp.com,us,18346830120.32,(412) 825-1000,100,BBG001S5XBT3,CS,
WBA,WBA,"Walgreens Boots Alliance, Inc",864810000,864813091,XNAS,0001618921,BBG000BWLMJ4,5912,RETAIL-DRUG STORES AND PROPRIETARY STORES,1985-07-01,325000,stocks,"Walgreens Boots Alliance is a leading retail pharmacy chain with about 13,000 stores in the U.S. and internationally. Walgreens' core strategy involves brick-and-mortar retail pharmacy locations in high-traffic areas, with nearly 80% of the U.S. population living within 5 miles of a store. Currently, the company has a leading share of the domestic prescription drug market at about 20%. In 2021, the company sold a majority of its Alliance Healthcare wholesale business to AmerisourceBergen for $6.5 billion, doubling down on its core pharmacy efforts and ventures in strategic growth areas in primary care (VillageMD) and digital offerings. The company also has equity stakes in AmerisourceBergen (29%) and Sinopharm Holding Guoda Drugstore (40%).",True,"{'address1': '108 WILMOT ROAD', 'city': 'DEERFIELD', 'state': 'IL', 'postal_code': '60015'}",,usd,https://www.walgreensbootsalliance.com,us,36028113371.06,(847) 315-2500,100,BBG001S5XBY7,CS,
WMT,WMT,Walmart Inc.,2714240000,2714237937,XNYS,0000104169,BBG000BWXBC2,5331,RETAIL-VARIETY STORES,1970-10-01,2300000,stocks,"America's largest retailer by sales, Walmart operated over 10,500 stores under 46 banners at the end of fiscal 2022, selling a variety of general merchandise and grocery items. Its home market accounted for 82% of sales in fiscal 2022, with Mexico and Central America (6%) and Canada (4%) its largest external markets. In the United States at the namesake banner, around 56% of sales come from grocery, 32% from general merchandise, and 11% from health and wellness items. The company operates several e-commerce properties apart from its eponymous site, including Flipkart and shoes.com (it also owns a roughly 10% stake in Chinese online retailer JD.com). Combined, e-commerce accounted for about 13% of fiscal 2022 sales.",True,"{'address1': '702 SOUTHWEST 8TH ST', 'city': 'BENTONVILLE', 'state': 'AR', 'postal_code': '72716'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/c3RvY2sud2FsbWFydC5jb20/images/2022-01-10_logo.svg'},usd,https://stock.walmart.com,us,415468401016.58997,(501) 273-4000,100,BBG001S5XH92,CS,
WBD,WBD,"Warner Bros. Discovery, Inc. Series A Common Stock",2428400000,2428396015,XNAS,0001437107,BBG011386VF4,4841,CABLE & OTHER PAY TELEVISION SERVICES,2005-07-06,11000,stocks,"Warner Bros. Discovery, the result of combining two large media firms, is one of the largest media firms in the world with tremendous scale and reach. The new company owns some of the biggest global networks including HBO, Discovery, CNN, and TLC and well-known franchises like Superman, Rick and Morty, and Game of Thrones. The firm's content production studios include Warner Bros., HBO, Discovery Studios, DC Films, and Cartoon Network Studios. The company operates two major streaming services, HBO Max and Discovery+.",True,"{'address1': '230 PARK AVENUE SOUTH', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10003'}",{'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Y29ycG9yYXRlLmRpc2NvdmVyeS5jb20/images/2022-01-10_icon.jpeg'},usd,https://corporate.discovery.com,us,27853702292.050003,212-548-5555,100,BBG011386VG3,CS,
WM,WM,"Waste Management, Inc.",410480000,410477096,XNYS,0000823768,BBG000BWVSR1,4953,REFUSE SYSTEMS,1991-09-30,48500,stocks,"WM ranks as the largest integrated provider of traditional solid waste services in the United States, operating approximately 260 active landfills and about 340 transfer stations. The company serves residential, commercial, and industrial end markets and is also a leading recycler in North America.",True,"{'address1': '800 CAPITOL STREET, STE 3000', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77002'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndtLmNvbQ/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndtLmNvbQ/images/2022-01-10_icon.jpeg'}",usd,https://www.wm.com,us,67507063208.16,(713) 512-6200,100,BBG001S5XH47,CS,
WAT,WAT,Waters Corp,59410000,59407575,XNYS,0001000697,BBG000FQRVM3,3826,LABORATORY ANALYTICAL INSTRUMENTS,1995-11-17,7800,stocks,"Water sells liquid chromatography, mass spectrometry, and thermal analysis tools. These analytical instruments provide essential information on various products, such as their molecular structures and physical properties, to help clients enhance the health and well-being of end users. As a percentage of sales in 2021, Waters generated 60% from pharmaceutical customers, 30% from industrial clients, and 10% from academic/government institutions.",True,"{'address1': '34 MAPLE ST', 'city': 'MILFORD', 'state': 'MA', 'postal_code': '01757'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndhdGVycy5jb20/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndhdGVycy5jb20/images/2022-01-10_icon.png'}",usd,https://www.waters.com,us,20081542577.25,(508) 478-2000,100,BBG001S8MDG9,CS,
WEC,WEC,"WEC Energy Group, Inc.",315440000,315434531,XNYS,0000783325,BBG000BWP7D9,4931,ELECTRIC & OTHER SERVICES COMBINED,1987-01-02,6938,stocks,"WEC Energy Group's electric and gas utility businesses serve electric and gas customers in its Illinois, Michigan, Minnesota, and Wisconsin service territories. The company also owns a 60% stake in American Transmission Co. WEC's asset mix is approximately 47% electric generation and distribution, 36% gas distribution, 12% electric transmission, and 5% unregulated renewable generation.",True,"{'address1': '231 W MICHIGAN ST', 'address2': 'P O BOX 1331', 'city': 'MILWAUKEE', 'state': 'WI', 'postal_code': '53201'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndlY2VuZXJneWdyb3VwLmNvbQ/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndlY2VuZXJneWdyb3VwLmNvbQ/images/2022-01-10_icon.jpeg'}",usd,https://www.wecenergygroup.com,us,31120770828.46,414-221-2345,100,BBG001S5XDC7,CS,
WFC,WFC,Wells Fargo & Co.,3810490000,3810490898,XNYS,0000072971,BBG000BWQFY7,6021,NATIONAL COMMERCIAL BANKS,1962-12-10,239209,stocks,"Wells Fargo is one of the largest banks in the United States, with approximately $1.9 trillion in balance sheet assets. The company is split into four primary segments: consumer banking, commercial banking, corporate and investment banking, and wealth and investment management. It is almost entirely focused on the U.S.",True,"{'address1': '420 MONTGOMERY STREET', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94163'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndlbGxzZmFyZ28uY29t/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndlbGxzZmFyZ28uY29t/images/2022-01-10_icon.png'}",usd,https://www.wellsfargo.com,us,180769688201.12,(612) 667-1234,100,BBG001S5XF23,CS,
WELL,WELL,Welltower Inc.,472520000,472521446,XNYS,0000766704,BBG000BKY1G5,6798,REAL ESTATE INVESTMENT TRUSTS,1992-12-17,464,stocks,"Welltower OP LLC owns a diversified healthcare portfolio of over 1,800 in-place properties spread across the senior housing, medical office, and skilled nursing/post-acute care sectors. The portfolio includes over 100 properties in both Canada and the United Kingdom as the company looks for additional investment opportunities in countries with mature healthcare systems that operate similarly to that of the United States.",True,"{'address1': '4500 DORR STREET', 'city': 'TOLEDO', 'state': 'OH', 'postal_code': '43615'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndlbGx0b3dlci5jb20/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndlbGx0b3dlci5jb20/images/2022-01-10_icon.png'}",usd,http://www.welltower.com,us,32854416140.38,419-247-2800,100,BBG001S5RTQ4,CS,
WST,WST,"West Pharmaceutical Services, Inc.",74030000,74032987,XNYS,0000105770,BBG000BX24N8,3060,"FABRICATED RUBBER PRODUCTS, NEC",1980-10-27,10065,stocks,"West Pharmaceutical Services is a Pennsylvania-based medical supplies company that operates as a key supplier to firms in the pharmaceutical, biotechnology, and generic drug industries. West develops, manufactures, and distributes elastomer-based supplies for the containment and administration of injectable drugs, including basic equipment such as syringes, stoppers, and plungers, along with somewhat more complicated devices including auto-injectors and other self-injection platforms. The company reports in two segments: proprietary products (82% of 2021 sales) and contract-manufactured products (18%). It generates 55% of its revenue from international markets and 45% from the United States.",True,"{'address1': '530 HERMAN O. WEST DRIVE', 'city': 'EXTON', 'state': 'PA', 'postal_code': '19341'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lndlc3RwaGFybWEuY29t/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lndlc3RwaGFybWEuY29t/images/2022-01-10_icon.jpeg'}",usd,https://www.westpharma.com,us,16779576503.550001,(610) 594-2900,100,BBG001S5XK22,CS,
WDC,WDC,Western Digital Corp.,317650000,317650295,XNAS,0000106040,BBG000BWNFZ9,3572,COMPUTER STORAGE DEVICES,1991-01-31,65000,stocks,"Western Digital is a leading vertically integrated supplier of data storage solutions, spanning both hard disk drives and solid-state drives. In the HDD market it forms a practical duopoly with Seagate, and it is the largest global producer of NAND flash chips for SSDs in a joint venture with competitor Kioxia.",True,"{'address1': '5601 GREAT OAKS PARKWAY', 'city': 'SAN JOSE', 'state': 'CA', 'postal_code': '95119'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndkYy5jb20/images/2022-01-10_logo.svg'},usd,https://www.wdc.com,us,11861062015.300001,(949) 672-7000,100,BBG001S5XD28,CS,
WRK,WRK,WestRock Company,254300000,254463987,XNYS,0001732845,BBG008NXC572,2650,PAPERBOARD CONTAINERS & BOXES,1994-03-02,50500,stocks,"WestRock Co is engaged in the manufacturing of corrugated packaging business. The company's segment includes Corrugated Packaging; Consumer Packaging; Global Paper and Distribution. It generates maximum revenue from the Corrugated Packaging segment. The Corrugated packaging system manufactures primarily containerboard, corrugated sheets, corrugated packaging and preprinted linerboard for sale to consumer and industrial products manufacturers and corrugated box manufacturers.",True,"{'address1': '1000 ABERNATHY ROAD NE', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30328'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lndlc3Ryb2NrLmNvbQ/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lndlc3Ryb2NrLmNvbQ/images/2022-01-10_icon.jpeg'}",usd,https://www.westrock.com,us,9544944152.369999,678-291-7456,100,BBG008NXC581,CS,
WY,WY,Weyerhaeuser Company,735920000,735917000,XNYS,0000106535,BBG000BX3BL3,6798,REAL ESTATE INVESTMENT TRUSTS,1963-12-06,9214,stocks,"Weyerhaeuser ranks among the world's largest forest product companies. Following the 2016 sale of its pulp business to International Paper, Weyerhaeuser operates three business segments: timberlands, wood products, and real estate. Weyerhaeuser is structured as a real estate investment trust and is not required to pay federal income taxes on earnings generated by timber harvest activities. Earnings from its wood products segment are subject to federal income tax. Weyerhaeuser acquired fellow timber REIT Plum Creek in 2016.",True,"{'address1': '220 OCCIDENTAL AVENUE SOUTH', 'city': 'SEATTLE', 'state': 'WA', 'postal_code': '98104'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndleWVyaGFldXNlci5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LndleWVyaGFldXNlci5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.weyerhaeuser.com,us,23777478270.0,206-539-3000,100,BBG001S5XL11,CS,
